ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
2027,A million better places to go in the city.,NIL,NIL,better,+1
595,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",NIL,NIL,NIL,NIL
256,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,NIL,NIL,oily;bland,-1;-1
764,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish;chicken,negative;negative,dry,-1
1375,I love it.,NIL,NIL,love,+1
613,If you want something really different than try Jekyll and Hyde.,NIL,NIL,NIL,NIL
1329,"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,negative,NIL,NIL
3198,We had Pam's special fried fish and it was amazing.,Pam's special fried fish,positive,special;amazing,+1;+1
623,Its located in greenewich village.,NIL,NIL,NIL,NIL
3325,There is no excuse for such lousy service!,service,negative,lousy,-1
294,Three strikes and this restaurant is out.,NIL,NIL,NIL,NIL
3375,We bring in a party of ten or so every week.,NIL,NIL,NIL,NIL
3304,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder;Lobster Bisque,positive;positive,good,+1
3608,"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive,good,+1
3203,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral,expensive;delicious,-1;+1
3640,We would return to this place again!,NIL,NIL,NIL,NIL
3499,Not enough wines by the glass either.,wines by the glass,negative,enough,+1
694,I had the duck breast special on my last visit and it was incredible.,duck breast special,positive,incredible,+1
831,I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,pricey;spectacular,-1;+1
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion;dishes,positive;positive,great;interesting;accessible,+1;+1;+1
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat;bar,negative;neutral,NIL,NIL
844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,NIL,NIL
551,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,positive,worried,-1
3709,My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive,huge;loved,+1;+1
386,"Everything I had was good, and I'm a eater.",NIL,NIL,good,+1
1704,One should not go to Lucky Strike for the food.,food,negative,NIL,NIL
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service;table,negative;negative,awful,-1
3689,We could only get through an appetizer and cheese fondue.,appetizer;cheese fondue,neutral;neutral,NIL,NIL
1379,"To me it exemplifies Soho, cute, artsy, interesting.",NIL,NIL,cute;artsy;interesting,+1;+1;+1
2142,"Try everything for that matter, it is all good.",NIL,NIL,good,+1
3472,Both times we waited well over a half hour for a table (even though we had reservations).,table;reservations,negative;negative,over,-1
2372,happy to be a regular at this place and would warmly recommend it to anyone.,NIL,NIL,happy;recommend,+1;+1
3561,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,NIL,NIL,excellent,+1
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager;reservation;bar;wait,positive;neutral;neutral;positive,nice;great,+1;+1
2253,Try the green curry!!!,green curry,positive,NIL,NIL
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops;appetizer;sauce,positive;positive;positive,delicious;wonderful,+1;+1
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service;reservation,positive;positive,promptly;quick;professional,+1;+1;+1
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","seat;currys (masaman, green, red);flavor",positive;positive;positive,rarely;full,+1;+1
124,The food there are sastifying.,food,positive,sastifying,+1
2600,I highly recommend to anyone to give this place a try.,NIL,NIL,recommend,+1
630,I highly recommend visiting this restaurant and having dinner and drinks!,dinner;drinks,positive;positive,recommend,+1
267,The bar is very well stocked with interesting beers and well priced wines.,bar;beers;wines;priced,positive;positive;positive;positive,well;interesting;well,+1;+1;+1
1804,I agree.,NIL,NIL,NIL,NIL
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,negative,NIL,NIL
920,The food was good.,food,positive,good,+1
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection;Gigondas;house champagne;price,positive;positive;positive;neutral,great;worth;great,+1;+1;+1
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,negative,voluminous,+1
2237,It just wasn't Thai.,NIL,NIL,NIL,NIL
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive,enjoyed;fresh;great,+1;+1;+1
3225,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna;mussel selection,positive;positive,love,+1
3154,I love to visit Murrays for my bagel fix.,bagel,positive,love,+1
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery;dinner reservations,positive;positive,impressed,+1
2971,Recommended.,NIL,NIL,recommended,+1
921,The place was nice and calm.,place,positive,nice;calm,+1;+1
532,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,positive,varied;great,+1;+1
1972,I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,neutral,parched,-1
553,"When we sat, we got great and fast service.",service,positive,great;fast,+1;+1
1681,"Most of the servers are very attentive, friendly and quite attractive.",servers,positive,attentive;friendly;attractive,+1;+1;+1
2586,I think locals rate this place so high.,NIL,NIL,high,+1
1734,Service is average.,Service,neutral,average,+1
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual);specials,positive;positive,nice;typical;terrific,+1;+1;+1
1522,Go girls!!!,NIL,NIL,NIL,NIL
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich;plastic forks;pita;hummus platter,neutral;neutral;neutral;neutral,forgot,-1
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",steak;fish;sushi,positive;positive;positive,good;good;great,+1;+1;+1
760,"For asian fusion, there are many places further downtown.",NIL,NIL,NIL,NIL
120,Old school meets New world.,NIL,NIL,NIL,NIL
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive,NIL,NIL
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service;staff,negative;negative,poor;poorly;attentive,-1;-1;+1
2880,This is probably one of my new favorite places.,NIL,NIL,favorite,+1
2034,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",NIL,NIL,NIL,NIL
3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",NIL,NIL,smaller;quieter,+1;+1
1208,The one on the east side is much better than the one on the west side.,NIL,NIL,better,+1
2148,They all know you.,NIL,NIL,NIL,NIL
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails;decor;sushi,positive;positive;positive,diverse;decent,+1;+1
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple tarte tatin;dinner,positive;neutral,light;flaky,+1;+1
915,The buffet had a nice selection.,buffet;selection,positive;positive,nice,+1
1768,Waitstaff are very friendly.,Waitstaff,positive,friendly,+1
302,This restaurant is such a great place.,NIL,NIL,great,+1
3052,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",NIL,NIL,NIL,NIL
2956,I've been several times and am totally smitten.,NIL,NIL,NIL,NIL
569,Terrible experience.,NIL,NIL,terrible,-1
658,I love the place.,NIL,NIL,love,+1
1664,Service was slow had to wait to order and get food although not crowded.,Service;food,negative;neutral,slow;crowded,-1;-1
3690,Will have to return to try the chocolate!,chocolate,positive,NIL,NIL
1274,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",NIL,NIL,NIL,NIL
481,There is a real gallery of stars that have visited.,NIL,NIL,NIL,NIL
2827,"The food was below average, the service was pathetic, there was no ambience at all.",food;service;ambience,negative;negative;negative,below average;pathetic,-1;-1
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS;ACTORS,positive;positive,enjoyed,+1
2163,Our first time in New York and we had to try a New York Bagel.,New York Bagel,neutral,NIL,NIL
3443,service was efficient courteous.,service,positive,efficient;courteous,+1;+1
2108,this one is definintely my least favorite.,NIL,NIL,least favorite,-1
3452,I have been urged by friends for months to check out the mermaid inn.,NIL,NIL,NIL,NIL
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup;fish;flavor,negative;negative;negative,lacked;well prepared,-1;+1
3675,"Everytime my husband and I go there, we are never disappointed.",NIL,NIL,disappointed,-1
2154,They are the best bagels I've had.,bagels,positive,best,+1
223,We were not disappointed.,NIL,NIL,disappointed,-1
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience;food,neutral;neutral,NIL,NIL
426,"Toons has recently been redone, so it's now a very attractive space.",space,positive,attractive,+1
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",filets;sides;appetizer;drinks,neutral;neutral;neutral;neutral,NIL,NIL
3380,"While the prices are nothing special, the portions are huge.",prices;portions,neutral;positive,special;huge,+1;+1
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location;meal,positive;positive,nice;quiet;good;good,+1;+1;+1;+1
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,neutral,impressed;impressive,+1;+1
