,ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
2064,1169,"(For those old enough to remember, it is similar to Beta versus VHS.",NIL,NIL,NIL,NIL
2065,2627,It's also fairly easy to use the Operating System.,Operating System,positive,easy,+1
2066,2743,"But, I would recommend this product.",NIL,NIL,recommend,+1
2067,1980,"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict,worst,-1
2068,1802,"If so, you may be having similar problems.",NIL,NIL,NIL,NIL
2069,885,"Some days it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.",NIL,NIL,blurry,-1
2070,1537,This is a great machine!,NIL,NIL,great,+1
2071,3059,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.,NIL,NIL,very good,+1
2072,2558,We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative,NIL,NIL
2073,1026,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,negative,not good,-1
2074,2694,Peformance is good for the price.,Peformance;price,positive;positive,good,+1
2075,1228,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative,NIL,NIL
2076,376,I can see why the have soooo much money.,NIL,NIL,NIL,NIL
2077,776,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,NIL,NIL,frustrated,-1
2078,1232,And Toshiba is totally unconcerned.,NIL,NIL,unconcerned,-1
2079,755,Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative,NIL,NIL
2080,1640,"And in 6 months, there have been no freezing up and no blue, purple, black or any other type of screen.",NIL,NIL,NIL,NIL
2081,1947,I had 3 months when the ports started going out.,ports,negative,NIL,NIL
2082,2841,think i would spend little extra to get a better made laptop.,NIL,NIL,NIL,NIL
2083,3017,"The improvements to the OS have been relatively gradual, but substantive.",O,positive,relatively gradual;substantive,+1;+1
2084,1836,I'll wait and save up for a new one.,NIL,NIL,NIL,NIL
2085,3069,This laptop does everything I need it to very well.,NIL,NIL,well,+1
2086,2441,They are not.,NIL,NIL,NIL,NIL
2087,2604,"It makes sorting out all those photos on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to Flickr or Facebook etc, is not hard at all.",NIL,NIL,breeze;not hard at all,+1;+1
2088,437,Its been a year and am still waiting to see what there going to do about my laptop.,NIL,NIL,NIL,NIL
2089,3003,I bought it to use in college and it is perfect.,NIL,NIL,perfect,+1
2090,319,It is super easy to use.,use,positive,super easy,+1
2091,1406,Many of my classmates computers hard drives crashed.,hard drives,negative,crashed,-1
2092,22,Ease of use is just one of the benefits I love about my Mac.,use,positive,ease;love,+1;+1
2093,2576,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral,highly recommend,+1
2094,1775,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping;price;budget,positive;positive;positive,fits;free;best;great,+1;+1;+1;+1
2095,382,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.",NIL,NIL,NIL,NIL
2096,538,They discovered the manufacturer's defect and sent it in for repair.,NIL,NIL,NIL,NIL
2097,2279,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power;flexibility,positive;positive,must have,+1
2098,20,LOVE IT LOVE IT LOVE IT!,NIL,NIL,love,+1
2099,2917,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port;S-video port,negative;negative,lacking,-1
2100,550,The speakers on it are useless too.,speakers,negative,useless,-1
2101,883,You may soon mistake my digitus medius as a lively pogo stick.,NIL,NIL,NIL,NIL
2102,1004,This is not Best Buy's fault.,NIL,NIL,NIL,NIL
2103,2068,I had meant to purchase the NB205 and bought this one by accident (long story).,NIL,NIL,NIL,NIL
2104,1405,"Most of my papers could not be saved and when they could be, half the time, the papers were then erased.",NIL,NIL,NIL,NIL
2105,590,I've had my MacBook Pro for three years now and still love it!,NIL,NIL,love,+1
2106,3076,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery;surfing the web,neutral;neutral,NIL,NIL
2107,2403,"Exactly that, users.",NIL,NIL,NIL,NIL
2108,1768,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,positive,great,+1
2109,2651,I have recommended this laptop to everyone I know who is buying one.,NIL,NIL,recommended,+1
2110,565,they will not let you down.,NIL,NIL,NIL,NIL
2111,94,"Almost 4 years ago I bought what was then the current, up to date HP Pavilion--If I recall correctly, it was the dv 1300 t.",NIL,NIL,NIL,NIL
2112,1044,"It's not a recommendation, it' a plea.",NIL,NIL,NIL,NIL
2113,1936,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,negative,NIL,NIL
2114,2859,"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel;sound quality;features,negative;negative;negative,n't friendly,-1
2115,2745,"A cheaper price should not equal a ""cheap"" product.",price,positive,cheaper;cheap,+1;-1
2116,616,"-When I started worrying for not hearing anything from them, I tried to call.",NIL,NIL,NIL,NIL
2117,2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual;hard drive,neutral;neutral,NIL,NIL
2118,736,"got another 1, and same issue.",NIL,NIL,NIL,NIL
2119,2203,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral,great,+1
2120,2986,They were able to set-up with labtops themselves within a few minutes.,NIL,NIL,NIL,NIL
2121,3063,I consider myself an average user and this computer serves my need.,NIL,NIL,NIL,NIL
2122,1053,Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,not that responsive,-1
2123,593,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery life;battery,conflict;negative,diminish;free,-1;+1
2124,354,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life;case;core applications;system,negative;negative;negative;negative,constantly overheats;too short;apart;run poorly,-1;-1;-1;-1
2125,65,I would never buy a Dell again.,NIL,NIL,NIL,NIL
2126,2010,Later it held zero charge and its replacement worked for less than three months.,charge,negative,NIL,NIL
2127,950,The company sent me a whole new cord overnight and apologized.,cord,positive,NIL,NIL
2128,2761,It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive,easy,+1
2129,822,"Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative,a lot of trouble,-1
2130,771,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative,NIL,NIL
2131,1642,I am now frustrated that I still have to use my work issued Windows laptop!,NIL,NIL,frustrated,-1
2132,577,It gives me the power and speed that I need to run all the programs I use to edit.,power;speed;programs,positive;positive;neutral,NIL,NIL
2133,2247,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife;Microsoft Office,positive;neutral,easily compatible,+1
2134,1523,They don't crash.,NIL,NIL,NIL,NIL
2135,2267,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability;longevity;use,positive;positive;positive,ease,+1
2136,252,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",NIL,NIL,NIL,NIL
2137,683,I love this little one.,NIL,NIL,love,+1
2138,1932,So not having my laptop was discouraging.,NIL,NIL,discouraging,-1
2139,601,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",NIL,NIL,NIL,NIL
2140,945,Again I sent it back and they replaced the motherboard and some fan inside.,motherboard;fan,neutral;neutral,NIL,NIL
2141,2160,"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,positive,NIL,NIL
2142,1501,It was a hard decision for me since the MacBook Pro looked so appealing.,NIL,NIL,appealing,+1
2143,1333,"1st hand experience is very important, especially for a new customer.",NIL,NIL,NIL,NIL
2144,2222,I especially appreciate the fact that it has almost zero viruses and spyware problems!,NIL,NIL,appreciate;zero,+1;+1
2145,2254,"Even though it is much more expensive than many PC laptops, it is worth the price.",price,conflict,much more expensive;worth,-1;+1
2146,290,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,neutral,NIL,NIL
2147,1467,"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative,stuck;n't type very well,-1;-1
2148,856,"  I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",NIL,NIL,n't like,-1
2149,608,can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd;proprietary hardware drivers,negative;negative,NIL,NIL
2150,1335,"However, this will be my last as well.",NIL,NIL,NIL,NIL
2151,255,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery;charge,neutral;negative,NIL,NIL
2152,1305,"SO? HOW CAN YOU SOLVE IT? C'mon, I just bought the netbook 2 weeks ago.",NIL,NIL,NIL,NIL
2153,395,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,negative,late,-1
2154,1815,"If you're looking for a great laptop, you've found the best here.",NIL,NIL,great;best,+1;+1
2155,1104,The first programm I switched on was a game for my children.,programm,neutral,NIL,NIL
2156,2922,I have been very pleased with the performance of this laptop.,performance,positive,pleased,+1
2157,1821,I have had my MacBook for almost 6 months and can honestly say that I will NEVER buy another computer if it is not a Mac.,NIL,NIL,NIL,NIL
2158,689,I've always owned a PC and decided to try a MacBook to see what it's all about.,NIL,NIL,NIL,NIL
2159,1200,On two occasions the computer s calendar told me it was 1969.,NIL,NIL,NIL,NIL
